,title,price,link
194,"Acer Aspire Lite AMD Ryzen 3 5300U Premium Thin and Light Laptop (Windows 11 Home/16 GB RAM/512 GB SSD) AL15-41 with 39.62 cm (15.6"") Full HD Display, Metal Body, Steel Gray, 1.6 KG  ","35,999",https://amazon.in//Acer-Premium-Windows-AL15-41-Display/dp/B0CWTYGPH8/ref=sr_1_180?crid=1ERF41KBXZZUQ&dib=eyJ2IjoiMSJ9._O6aUEEf-SsUr_FgQBjbWKduAol4TB5El9YD4AHL9A6V3jWOqO6OSX34So7kX9wUPGQqTbyAWCGcvP9H3VL6BbHGlRvwwvDEV5g3xMieEsm3cEwZVEuZo4p0C6UfUcU84gVRmrEwYrL7Jj_kERLpIMMmMp1Q6W_4rAQvX2XKKvF4Y35FhwDiSMLL5YAGVkuVMn87ja-DkoKflSnDJFBGk2dBEBpvK_E8B--T02QPIRw.NNzOGQtel00GjWjP4LHY6J6ORXBBojI60oQiLPI-ADo&dib_tag=se&keywords=laptop&qid=1721662828&sprefix=laptop%2Caps%2C273&sr=8-180
195,"ASUS Vivobook 16, Intel Core i5-12500H 12th Gen, 16"" (40.64 cm) FHD+, Thin and Light Laptop (16GB/512GB/Win11/Office 2021/Silver/1.8 kg), X1605ZAC-MB540WS  ","54,990",https://amazon.in//ASUS-Vivobook-i5-12500H-Laptop-X1605ZAC-MB540WS/dp/B0CZXV2D7Y/ref=sr_1_181?crid=1ERF41KBXZZUQ&dib=eyJ2IjoiMSJ9._O6aUEEf-SsUr_FgQBjbWKduAol4TB5El9YD4AHL9A6V3jWOqO6OSX34So7kX9wUPGQqTbyAWCGcvP9H3VL6BbHGlRvwwvDEV5g3xMieEsm3cEwZVEuZo4p0C6UfUcU84gVRmrEwYrL7Jj_kERLpIMMmMp1Q6W_4rAQvX2XKKvF4Y35FhwDiSMLL5YAGVkuVMn87ja-DkoKflSnDJFBGk2dBEBpvK_E8B--T02QPIRw.NNzOGQtel00GjWjP4LHY6J6ORXBBojI60oQiLPI-ADo&dib_tag=se&keywords=laptop&qid=1721662828&sprefix=laptop%2Caps%2C273&sr=8-181
196,"Acer Aspire Lite 12th Gen Intel Core i5-1235U Thin and Light Metal Laptop (Windows 11 Home/8GB RAM/512GB SSD/Intel Iris Xe Graphics/MSO) AL15-52, 39.62cm (15.6"") Full HD Display, Steel Gray, 1.59 KG  ","40,999",https://amazon.in//Acer-i5-1235U-Windows-Graphics-AL15-52/dp/B0CY1SF54S/ref=sr_1_182?crid=1ERF41KBXZZUQ&dib=eyJ2IjoiMSJ9._O6aUEEf-SsUr_FgQBjbWKduAol4TB5El9YD4AHL9A6V3jWOqO6OSX34So7kX9wUPGQqTbyAWCGcvP9H3VL6BbHGlRvwwvDEV5g3xMieEsm3cEwZVEuZo4p0C6UfUcU84gVRmrEwYrL7Jj_kERLpIMMmMp1Q6W_4rAQvX2XKKvF4Y35FhwDiSMLL5YAGVkuVMn87ja-DkoKflSnDJFBGk2dBEBpvK_E8B--T02QPIRw.NNzOGQtel00GjWjP4LHY6J6ORXBBojI60oQiLPI-ADo&dib_tag=se&keywords=laptop&qid=1721662828&sprefix=laptop%2Caps%2C273&sr=8-182
197,"Lenovo ThinkBook 16 Intel 13th Gen Core i5 16"" (40.64cm) WUXGA 300 Nits Antiglare Thin and Light Laptop (16GB/512GB SSD/Win 11 Home/Office 2021/Backlit Keyboard/Arctic Grey/1.7 Kg), 21KHA0J6IN  ","55,990",https://amazon.in//Lenovo-ThinkBook-Antiglare-Keyboard-21KHA0J6IN/dp/B0CZ7BFQZL/ref=sr_1_183?crid=1ERF41KBXZZUQ&dib=eyJ2IjoiMSJ9._O6aUEEf-SsUr_FgQBjbWKduAol4TB5El9YD4AHL9A6V3jWOqO6OSX34So7kX9wUPGQqTbyAWCGcvP9H3VL6BbHGlRvwwvDEV5g3xMieEsm3cEwZVEuZo4p0C6UfUcU84gVRmrEwYrL7Jj_kERLpIMMmMp1Q6W_4rAQvX2XKKvF4Y35FhwDiSMLL5YAGVkuVMn87ja-DkoKflSnDJFBGk2dBEBpvK_E8B--T02QPIRw.NNzOGQtel00GjWjP4LHY6J6ORXBBojI60oQiLPI-ADo&dib_tag=se&keywords=laptop&qid=1721662828&sprefix=laptop%2Caps%2C273&sr=8-183
198,"HP Laptop 15s, 12th Gen Intel Core i7-1255U, 15.6-inch (39.6 cm), FHD, 16GB DDR4, 512GB SSD, Intel Iris Xe graphics, Backlit KB, Thin & light (Win 11, MSO 2021, Silver, 1.69 kg), fq5190TU  ","63,990",https://amazon.in//HP-i7-1255U-15-6-inch-Graphics-fq5190TU/dp/B0C3D99LTP/ref=sr_1_184?crid=1ERF41KBXZZUQ&dib=eyJ2IjoiMSJ9._O6aUEEf-SsUr_FgQBjbWKduAol4TB5El9YD4AHL9A6V3jWOqO6OSX34So7kX9wUPGQqTbyAWCGcvP9H3VL6BbHGlRvwwvDEV5g3xMieEsm3cEwZVEuZo4p0C6UfUcU84gVRmrEwYrL7Jj_kERLpIMMmMp1Q6W_4rAQvX2XKKvF4Y35FhwDiSMLL5YAGVkuVMn87ja-DkoKflSnDJFBGk2dBEBpvK_E8B--T02QPIRw.NNzOGQtel00GjWjP4LHY6J6ORXBBojI60oQiLPI-ADo&dib_tag=se&keywords=laptop&qid=1721662828&sprefix=laptop%2Caps%2C273&sr=8-184
199,"Lenovo V15 G3 Intel Core i3-1215U 12th Gen Thin and Light Laptop/ 8GB DDR4 3200 Ram / 512 GB SSD PCIe/Windows 11/Integrated Graphics /15.6"" FHD Display / 1 Year Warranty  ","32,990",https://amazon.in//Lenovo-i3-1215U-Integrated-Graphics-Warranty/dp/B0D5Z1J8GR/ref=sr_1_185?crid=1ERF41KBXZZUQ&dib=eyJ2IjoiMSJ9._O6aUEEf-SsUr_FgQBjbWKduAol4TB5El9YD4AHL9A6V3jWOqO6OSX34So7kX9wUPGQqTbyAWCGcvP9H3VL6BbHGlRvwwvDEV5g3xMieEsm3cEwZVEuZo4p0C6UfUcU84gVRmrEwYrL7Jj_kERLpIMMmMp1Q6W_4rAQvX2XKKvF4Y35FhwDiSMLL5YAGVkuVMn87ja-DkoKflSnDJFBGk2dBEBpvK_E8B--T02QPIRw.NNzOGQtel00GjWjP4LHY6J6ORXBBojI60oQiLPI-ADo&dib_tag=se&keywords=laptop&qid=1721662828&sprefix=laptop%2Caps%2C273&sr=8-185
200,"ASUS TUF Gaming F17 - Gaming Laptop, Intel Core i5-11260H 11th Gen, 17.3-inch (43.94 cm) FHD 144Hz, (8GB/512GB SSD/4GB NVIDIA RTX 2050/Win 11/ RGB Backlit/Black/2.60 kg),FX706HF-HX044WS  ","50,990",https://amazon.in//ASUS-TUF-Gaming-F17-FX706HF-HX044WS/dp/B0CYCGJPZX/ref=sr_1_186?crid=1ERF41KBXZZUQ&dib=eyJ2IjoiMSJ9._O6aUEEf-SsUr_FgQBjbWKduAol4TB5El9YD4AHL9A6V3jWOqO6OSX34So7kX9wUPGQqTbyAWCGcvP9H3VL6BbHGlRvwwvDEV5g3xMieEsm3cEwZVEuZo4p0C6UfUcU84gVRmrEwYrL7Jj_kERLpIMMmMp1Q6W_4rAQvX2XKKvF4Y35FhwDiSMLL5YAGVkuVMn87ja-DkoKflSnDJFBGk2dBEBpvK_E8B--T02QPIRw.NNzOGQtel00GjWjP4LHY6J6ORXBBojI60oQiLPI-ADo&dib_tag=se&keywords=laptop&qid=1721662828&sprefix=laptop%2Caps%2C273&sr=8-186
201,"(Refurbished) Dell Latitude Laptop 3380 Intel Core i5 Mobile-7th Gen Processor , 16 GB Ram & 1TB SSD, 13.3 Inches 1.69Kg Notebook Computer  ","28,590",https://amazon.in//sspa/click?ie=UTF8&spc=MTo4MTgxMDQ0MDMxMzI5MjAzOjE3MjE2NjI4Mjg6c3BfbXRmOjMwMDE1MzEzOTA2NTkzMjo6MDo6&url=%2FRefurbished-Dell-Latitude-Mobile-7th-Processor%2Fdp%2FB0CXX7Z4WD%2Fref%3Dsr_1_187_sspa%3Fcrid%3D1ERF41KBXZZUQ%26dib%3DeyJ2IjoiMSJ9._O6aUEEf-SsUr_FgQBjbWKduAol4TB5El9YD4AHL9A6V3jWOqO6OSX34So7kX9wUPGQqTbyAWCGcvP9H3VL6BbHGlRvwwvDEV5g3xMieEsm3cEwZVEuZo4p0C6UfUcU84gVRmrEwYrL7Jj_kERLpIMMmMp1Q6W_4rAQvX2XKKvF4Y35FhwDiSMLL5YAGVkuVMn87ja-DkoKflSnDJFBGk2dBEBpvK_E8B--T02QPIRw.NNzOGQtel00GjWjP4LHY6J6ORXBBojI60oQiLPI-ADo%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1721662828%26sprefix%3Dlaptop%252Caps%252C273%26sr%3D8-187-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
202,"(Refurbished) Lenovo ThinkPad P50 Intel Core i7-6820HQ Quad Core Processor Nvidia M1000M 2GB Graphic Laptop (8 GB DDR4 RAM/2 TB SSD/15.6"" (39.62 cm) FHD (1080p)/Windows 10/WiFi/Bluetooth/Webcam)  ","36,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTo4MTgxMDQ0MDMxMzI5MjAzOjE3MjE2NjI4Mjg6c3BfbXRmOjMwMDI2MDgxODgzOTQzMjo6MDo6&url=%2FRefurbished-Lenovo-i7-6820HQ-Processor-Bluetooth%2Fdp%2FB0D9KNXLXF%2Fref%3Dsr_1_188_sspa%3Fcrid%3D1ERF41KBXZZUQ%26dib%3DeyJ2IjoiMSJ9._O6aUEEf-SsUr_FgQBjbWKduAol4TB5El9YD4AHL9A6V3jWOqO6OSX34So7kX9wUPGQqTbyAWCGcvP9H3VL6BbHGlRvwwvDEV5g3xMieEsm3cEwZVEuZo4p0C6UfUcU84gVRmrEwYrL7Jj_kERLpIMMmMp1Q6W_4rAQvX2XKKvF4Y35FhwDiSMLL5YAGVkuVMn87ja-DkoKflSnDJFBGk2dBEBpvK_E8B--T02QPIRw.NNzOGQtel00GjWjP4LHY6J6ORXBBojI60oQiLPI-ADo%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1721662828%26sprefix%3Dlaptop%252Caps%252C273%26sr%3D8-188-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
203,"MSI Thin 15, Intel Core i7-12650H, 40CM FHD 144Hz Gaming Laptop(16GB/1TB NVMe SSD/Windows 11 Home/NVIDIA GeForce RTX 3050,GDDR6 4GB/Cosmos Gray/1.86Kg), B12UC-1690IN  ","69,990",https://amazon.in//MSI-i7-12650H-Windows-GeForce-B12UC-1690IN/dp/B0CV9VTBKD/ref=sr_1_189?crid=1ERF41KBXZZUQ&dib=eyJ2IjoiMSJ9._O6aUEEf-SsUr_FgQBjbWKduAol4TB5El9YD4AHL9A6V3jWOqO6OSX34So7kX9wUPGQqTbyAWCGcvP9H3VL6BbHGlRvwwvDEV5g3xMieEsm3cEwZVEuZo4p0C6UfUcU84gVRmrEwYrL7Jj_kERLpIMMmMp1Q6W_4rAQvX2XKKvF4Y35FhwDiSMLL5YAGVkuVMn87ja-DkoKflSnDJFBGk2dBEBpvK_E8B--T02QPIRw.NNzOGQtel00GjWjP4LHY6J6ORXBBojI60oQiLPI-ADo&dib_tag=se&keywords=laptop&qid=1721662828&sprefix=laptop%2Caps%2C273&sr=8-189
204,"Comfabie Fashion Backpacks for Women, PU Leather handbags, Zipper Ladies Purse, Daypacks Bags, Casual Backpacks, Antitheft Soft Rucksack Versatile Shoulder Bags with laptop compartment  ","1,399",https://amazon.in/https://aax-eu.amazon.in/x/c/JKN528ZWHksBwoanrZyCQ3cAAAGQ2xgBGwMAAAH2AQBvbm9fdHhuX2JpZDMgICBvbm9fdHhuX2ltcDEgICAh-y4T/https://www.amazon.in/Comfabie-Backpacks-Antitheft-Versatile-compartment/dp/B0D9D96ZTW/ref=sxbs_sbv_search_btf?content-id=amzn1.sym.a2bbbb64-48b4-4667-bc8e-161434209626%3Aamzn1.sym.a2bbbb64-48b4-4667-bc8e-161434209626&crid=1ERF41KBXZZUQ&cv_ct_cx=laptop&dib=eyJ2IjoiMSJ9.CEYNYpa2oFieJyqbA7eeew.gcUCkH5NtJ1tfyhIP7-cT_Mc3-xYQ1nz6enJZzy0Wmc&dib_tag=se&keywords=laptop&pd_rd_i=B0D9D96ZTW&pd_rd_r=7882238b-b08e-4222-bf9b-d7fab40343b2&pd_rd_w=EwMcl&pd_rd_wg=w8rWN&pf_rd_p=a2bbbb64-48b4-4667-bc8e-161434209626&pf_rd_r=E6DWT7KMKECNG4PNEEJS&qid=1721662701&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=laptop%2Caps%2C273&sr=1-1-b76bd6d9-c111-4fc7-b5ef-aec7efc3d41e
205,"ASUS Vivobook 15 (2023), Intel Core i3-1315U 13th Gen, 15.6"" (39.62 cms) FHD, Thin and Light Laptop (8GB/512GB SSD/Windows 11/Office 2021/Fingerprint/Silver/1.7 kg), X1504VA-NJ324WS  ","38,990",https://amazon.in//ASUS-Vivobook-i3-1315U-Fingerprint-X1504VA-NJ324WS/dp/B0BRY19K7R/ref=sr_1_190?crid=1ERF41KBXZZUQ&dib=eyJ2IjoiMSJ9._O6aUEEf-SsUr_FgQBjbWKduAol4TB5El9YD4AHL9A6V3jWOqO6OSX34So7kX9wUPGQqTbyAWCGcvP9H3VL6BbHGlRvwwvDEV5g3xMieEsm3cEwZVEuZo4p0C6UfUcU84gVRmrEwYrL7Jj_kERLpIMMmMp1Q6W_4rAQvX2XKKvF4Y35FhwDiSMLL5YAGVkuVMn87ja-DkoKflSnDJFBGk2dBEBpvK_E8B--T02QPIRw.NNzOGQtel00GjWjP4LHY6J6ORXBBojI60oQiLPI-ADo&dib_tag=se&keywords=laptop&qid=1721662828&sprefix=laptop%2Caps%2C273&sr=8-190
206,"Dell 15 Thin & Light Laptop, AMD Ryzen R5-7520U Processor/ 8GB LPDDR5/ 512GB/ 15.6"" (39.62cm) FHD 120Hz 250 nits Display/Windows 11 + MSO'21/15 Month McAfee Antivirus/Black Color/ 1.63kg  ","39,490",https://amazon.in//Dell-Inspiron-R5-7520U-Processor-39-62cm/dp/B0C9F62HN5/ref=sr_1_191?crid=1ERF41KBXZZUQ&dib=eyJ2IjoiMSJ9._O6aUEEf-SsUr_FgQBjbWKduAol4TB5El9YD4AHL9A6V3jWOqO6OSX34So7kX9wUPGQqTbyAWCGcvP9H3VL6BbHGlRvwwvDEV5g3xMieEsm3cEwZVEuZo4p0C6UfUcU84gVRmrEwYrL7Jj_kERLpIMMmMp1Q6W_4rAQvX2XKKvF4Y35FhwDiSMLL5YAGVkuVMn87ja-DkoKflSnDJFBGk2dBEBpvK_E8B--T02QPIRw.NNzOGQtel00GjWjP4LHY6J6ORXBBojI60oQiLPI-ADo&dib_tag=se&keywords=laptop&qid=1721662828&sprefix=laptop%2Caps%2C273&sr=8-191
207,"HP Pavilion x360, 13th Gen Intel Core i7-1355U, 14-inch (35.6 cm), FHD, Touchscreen, 16GB DDR4, 512GB SSD, FPR, 5 MP camera, Backlit KB, Audio by B&O, Pen (Win 11, MSO 2021, Gold, 1.51 kg), ek1020TU  ","83,790",https://amazon.in//HP-Pavilion-x360-multitouch-Enabled-14-ek1020TU/dp/B0CBBRTSCZ/ref=sr_1_192?crid=1ERF41KBXZZUQ&dib=eyJ2IjoiMSJ9._O6aUEEf-SsUr_FgQBjbWKduAol4TB5El9YD4AHL9A6V3jWOqO6OSX34So7kX9wUPGQqTbyAWCGcvP9H3VL6BbHGlRvwwvDEV5g3xMieEsm3cEwZVEuZo4p0C6UfUcU84gVRmrEwYrL7Jj_kERLpIMMmMp1Q6W_4rAQvX2XKKvF4Y35FhwDiSMLL5YAGVkuVMn87ja-DkoKflSnDJFBGk2dBEBpvK_E8B--T02QPIRw.NNzOGQtel00GjWjP4LHY6J6ORXBBojI60oQiLPI-ADo&dib_tag=se&keywords=laptop&qid=1721662828&sprefix=laptop%2Caps%2C273&sr=8-192
208,"Lenovo IdeaPad Slim 5 12th Gen Intel Core i5 12450H 14"" (35.5cm) WUXGA+ IPS Laptop (16GB/512GB SSD/Win 11/Office 2021/Backlit KB/FHD Camera/Alexa/3 Month Game Pass/Cloud Grey/1.46Kg), 83BF000UIN  ","58,490",https://amazon.in//Lenovo-IdeaPad-12450H-Backlit-83BF000UIN/dp/B0CFF518HZ/ref=sr_1_193?crid=1ERF41KBXZZUQ&dib=eyJ2IjoiMSJ9._O6aUEEf-SsUr_FgQBjbWKduAol4TB5El9YD4AHL9A6V3jWOqO6OSX34So7kX9wUPGQqTbyAWCGcvP9H3VL6BbHGlRvwwvDEV5g3xMieEsm3cEwZVEuZo4p0C6UfUcU84gVRmrEwYrL7Jj_kERLpIMMmMp1Q6W_4rAQvX2XKKvF4Y35FhwDiSMLL5YAGVkuVMn87ja-DkoKflSnDJFBGk2dBEBpvK_E8B--T02QPIRw.NNzOGQtel00GjWjP4LHY6J6ORXBBojI60oQiLPI-ADo&dib_tag=se&keywords=laptop&qid=1721662828&sprefix=laptop%2Caps%2C273&sr=8-193
209,"ASUS VivoBook 15 (2022), IntelÂ®Coreâ„¢ i3-1215U 12th Gen, 15.6"" (39.62 cm) FHD, Thin and Light Laptop (8GB/512 SSD//Windows 11/Office 2021//Backlit KB/Icelight Silver/1.7 kg), X1502ZA-EJ322WS  ","33,990",https://amazon.in//ASUS-VivoBook-Intel%C2%AECoreTM-i3-1215U-X1502ZA-EJ322WS/dp/B0BTVMBLZC/ref=sr_1_194?crid=1ERF41KBXZZUQ&dib=eyJ2IjoiMSJ9._O6aUEEf-SsUr_FgQBjbWKduAol4TB5El9YD4AHL9A6V3jWOqO6OSX34So7kX9wUPGQqTbyAWCGcvP9H3VL6BbHGlRvwwvDEV5g3xMieEsm3cEwZVEuZo4p0C6UfUcU84gVRmrEwYrL7Jj_kERLpIMMmMp1Q6W_4rAQvX2XKKvF4Y35FhwDiSMLL5YAGVkuVMn87ja-DkoKflSnDJFBGk2dBEBpvK_E8B--T02QPIRw.NNzOGQtel00GjWjP4LHY6J6ORXBBojI60oQiLPI-ADo&dib_tag=se&keywords=laptop&qid=1721662828&sprefix=laptop%2Caps%2C273&sr=8-194
210,"Lenovo IdeaPad Slim 5 12th Gen Intel Core i5 12450H 16"" (40.6cm) WUXGA+ IPS Laptop (16GB/512GB SSD/Win 11/Office 2021/Backlit KB/FHD Camera/Alexa/3 Month Game Pass/Cloud Grey/1.89Kg), 83BG000PIN  ","58,490",https://amazon.in//Lenovo-IdeaPad-12450H-Backlit-83BG000PIN/dp/B0CFF42RJ6/ref=sr_1_195?crid=1ERF41KBXZZUQ&dib=eyJ2IjoiMSJ9._O6aUEEf-SsUr_FgQBjbWKduAol4TB5El9YD4AHL9A6V3jWOqO6OSX34So7kX9wUPGQqTbyAWCGcvP9H3VL6BbHGlRvwwvDEV5g3xMieEsm3cEwZVEuZo4p0C6UfUcU84gVRmrEwYrL7Jj_kERLpIMMmMp1Q6W_4rAQvX2XKKvF4Y35FhwDiSMLL5YAGVkuVMn87ja-DkoKflSnDJFBGk2dBEBpvK_E8B--T02QPIRw.NNzOGQtel00GjWjP4LHY6J6ORXBBojI60oQiLPI-ADo&dib_tag=se&keywords=laptop&qid=1721662828&sprefix=laptop%2Caps%2C273&sr=8-195
211,"ASUS Vivobook Go 15 OLED (2023), AMD Ryzen 5 7520U, 15.6"" (39.62 cms) FHD OLED, Thin and Light Laptop (16GB/512GB SSD/Windows 11/Office 2021/Backlit KB/Black/1.63 kg), E1504FA-LK545WS  ","48,990",https://amazon.in//ASUS-Vivobook-Windows-Backlit-E1504FA-LK545WS/dp/B0C1GJZYG4/ref=sr_1_196?crid=1ERF41KBXZZUQ&dib=eyJ2IjoiMSJ9._O6aUEEf-SsUr_FgQBjbWKduAol4TB5El9YD4AHL9A6V3jWOqO6OSX34So7kX9wUPGQqTbyAWCGcvP9H3VL6BbHGlRvwwvDEV5g3xMieEsm3cEwZVEuZo4p0C6UfUcU84gVRmrEwYrL7Jj_kERLpIMMmMp1Q6W_4rAQvX2XKKvF4Y35FhwDiSMLL5YAGVkuVMn87ja-DkoKflSnDJFBGk2dBEBpvK_E8B--T02QPIRw.NNzOGQtel00GjWjP4LHY6J6ORXBBojI60oQiLPI-ADo&dib_tag=se&keywords=laptop&qid=1721662828&sprefix=laptop%2Caps%2C273&sr=8-196
212,"TABLE MAGIC XL-Pro Laptop Table Mat Finish| Work at Home Table| Study Table| Over Bed Table | Alloy Steel, Black  ","2,666",https://amazon.in/https://aax-eu.amazon.in/x/c/JPdHAjXN5jBtQwm933c1hfAAAAGQ2xnwbAMAAAH2AQBvbm9fdHhuX2JpZDIgICBvbm9fdHhuX2ltcDEgICCCWuHo/https://www.amazon.in/TABLE-XL-Pro-Multipurpose-Black/dp/B0BFPNL98N/ref=sxbs_sbv_search_btf?content-id=amzn1.sym.c5b3dba6-0c9f-4770-a2a1-befba5d5d1a7%3Aamzn1.sym.c5b3dba6-0c9f-4770-a2a1-befba5d5d1a7&crid=1ERF41KBXZZUQ&cv_ct_cx=laptop&dib=eyJ2IjoiMSJ9.Q0BEpdzsHyLXc_ZNAV4u9g.LSH7L7Vr13ZaJTi4kjWtH-ydFM4PLJSfkIM-j0Q6ufw&dib_tag=se&keywords=laptop&pd_rd_i=B0BFPNL98N&pd_rd_r=84df18da-7542-466e-bb39-b00f016ab87e&pd_rd_w=n3nRL&pd_rd_wg=zoFqL&pf_rd_p=c5b3dba6-0c9f-4770-a2a1-befba5d5d1a7&pf_rd_r=68CKRTHG7H4TXH8JEMMC&qid=1721662828&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=laptop%2Caps%2C273&sr=1-177-55679f55-dd28-42e2-aed8-9d76ff9bea0b
213,"(Refurbished) Dell Latitude Laptop 7390 Intel Core i7 Mobile-8th Gen Processor, 4 GB Ram & 1TB SSD, 13.3 Inches FHD 1080p 1.17KG Light Weight Notebook Computer  ","28,790",https://amazon.in//sspa/click?ie=UTF8&spc=MTo0MTczNjU4NTQ1OTY3MjAzOjE3MjE2NjI4Mzg6c3BfYXRmX25leHQ6MjAxMjQ0NDMxNzY5OTg6OjA6Og&url=%2FDell-Latitude-Mobile-8th-Processor-Notebook%2Fdp%2FB0BVZY9LH7%2Fref%3Dsr_1_193_sspa%3Fcrid%3D1ERF41KBXZZUQ%26dib%3DeyJ2IjoiMSJ9.oGeFiX9P3Vjvxz-6Vt4WzS6BOrbw4B4NNCuhbaGJEvF4m_6jHSR2_ntm8hRX5Tmb92vUwY0kOAvmyJK1vn8tVN-YvndCk249Vnh8VkkYd_AJjYN285xAWWhm74pSbwTP5FIFLaPdTKXzDvQxTzeBwc6NkAYCHcv2Vt8rLv_ZRQ8ErDszNig8PNFl2AjKajye3JRjFJqiILgdYqnxLVHDM4m_gEUWvR7jooqm8cvup70.z2Yirg29y9UaMqqVXeOmocCGl29kmew_ZYQFcd8janA%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1721662838%26sprefix%3Dlaptop%252Caps%252C273%26sr%3D8-193-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
214,"(Refurbished) Dell Precision 7520 Intel Core i7 - 6820HQ Quad Core Processor 6th Gen, 64 GB Ram & 512 GB SSD, 15.6 Inches (Numeric Keypad) FHD Screen with Nvidia Quadro M2200 (4GB Graphic Card) Laptop  ","47,690",https://amazon.in//sspa/click?ie=UTF8&spc=MTo0MTczNjU4NTQ1OTY3MjAzOjE3MjE2NjI4Mzg6c3BfYXRmX25leHQ6MzAwMTQ1ODIzMDE2MTMyOjowOjo&url=%2FRefurbished-Dell-Precision-7520-Intel%2Fdp%2FB0CLY821K9%2Fref%3Dsr_1_194_sspa%3Fcrid%3D1ERF41KBXZZUQ%26dib%3DeyJ2IjoiMSJ9.oGeFiX9P3Vjvxz-6Vt4WzS6BOrbw4B4NNCuhbaGJEvF4m_6jHSR2_ntm8hRX5Tmb92vUwY0kOAvmyJK1vn8tVN-YvndCk249Vnh8VkkYd_AJjYN285xAWWhm74pSbwTP5FIFLaPdTKXzDvQxTzeBwc6NkAYCHcv2Vt8rLv_ZRQ8ErDszNig8PNFl2AjKajye3JRjFJqiILgdYqnxLVHDM4m_gEUWvR7jooqm8cvup70.z2Yirg29y9UaMqqVXeOmocCGl29kmew_ZYQFcd8janA%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1721662838%26sprefix%3Dlaptop%252Caps%252C273%26sr%3D8-194-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
215,"Lenovo IdeaPad Slim 1 AMD Ryzen 5 5500U 15.6"" HD Thin and Light Laptop (16GB/512GB SSD/Windows 11 Home/MS Office 2021/1Yr ADP Free/Cloud Grey/1.61Kg), 82R400ERIN  ","37,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTo2ODU2NjY3NTI4NTkxMjAzOjE3MjE2NjI3MTI6c3BfYXRmX25leHQ6MzAwMTA0NjAzNDk3NDMyOjowOjo&url=%2FLenovo-IdeaPad-Laptop-Windows-82R400ERIN%2Fdp%2FB0CP2KRYLM%2Fref%3Dsr_1_17_sspa%3Fcrid%3D1ERF41KBXZZUQ%26dib%3DeyJ2IjoiMSJ9.Ax0p0kRStw-euPTymH6UdfBG4B-q840XBWgqN3IiyKinBI50AQjN7GWZBoV6Kg8VaLYjrvg0fPMOnNEwwMoM-MLwHN53wG9eFjzry5PGGkL2MT3tUctZJew4RJDoRcAEde3RlMfffUyiKLzz2rpIcTVkZuyJzWD_2rbGVBZlNWqXiVURWbHBCcZyhOU_x_6pCg7yIJUShCaxlhMJD37eLAKXkM3ijK0e7NGUC0-MFH0.LEuTgkF4c7_SXwz9y_EuaJk5ZrZe-89BXZ1NIpkPcTI%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1721662712%26sprefix%3Dlaptop%252Caps%252C273%26sr%3D8-17-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
216,"HP Pavilion 15, AMD Ryzen 5 5500U, 15.6-inch (39.6 cm), FHD, 16GB DDR4, 1TB SSD, AMD Radeon graphics, FPR, 720p HD camera, Backlit KB, Audio by B&O (Win 11, MSO 2021, Silver, 1.75 kg), eh1047AU  ","50,999",https://amazon.in//HP-Pavilion-15-6-inch-graphics-eh1047AU/dp/B0CRKNR9LS/ref=sr_1_195?crid=1ERF41KBXZZUQ&dib=eyJ2IjoiMSJ9.oGeFiX9P3Vjvxz-6Vt4WzS6BOrbw4B4NNCuhbaGJEvF4m_6jHSR2_ntm8hRX5Tmb92vUwY0kOAvmyJK1vn8tVN-YvndCk249Vnh8VkkYd_AJjYN285xAWWhm74pSbwTP5FIFLaPdTKXzDvQxTzeBwc6NkAYCHcv2Vt8rLv_ZRQ8ErDszNig8PNFl2AjKajye3JRjFJqiILgdYqnxLVHDM4m_gEUWvR7jooqm8cvup70.z2Yirg29y9UaMqqVXeOmocCGl29kmew_ZYQFcd8janA&dib_tag=se&keywords=laptop&qid=1721662838&sprefix=laptop%2Caps%2C273&sr=8-195
